bedrooms,bathrooms,toilets,description,location,spec_location,price,estate_flag,terrace_flag,new_flag,serviced_flag,locationbed,estate_price,serviced_price,location_rank,new_price,exec_flag
5,5.0,6.0,5 bedroom Detached Duplex House for rent Victory park Thomas estate Ajah Lagos ... New. Water Treatment. Parking Space. Pop Ceiling. ...,ajah,victory park thomas estate ajah lagos,3000000.0,1,1,1,0,ajah5,2600000.0,4500000.000000001,49,4500000.000000001,1
3,3.0,4.0,TO LET A 3BD WITH BQ AT SAFECOURT ESTATE IKATE LEKKI NEXT TO SPAR.... FEATURES INCLUDE ALL ROOMS ENSUITE FITTED KITCHEN GUEST TOILET BALCONY LARGE LIVING AREA SPACE LARGE KITCHEN & BEDROOMS SWIMMING POOL GYM FACILITY MANAGEMENT OFFICE AMPLE PARKING SPACE WATER TREATMENT PLANT 24/7 SECURITY 24/7 POWER DEDICATED ELEVATOR ESTATE ... Serviced. Drainage System. Elevator. Security. Children Play Ground. Big Compound. 24 Hours Security. Security Doors. All Room Ensuit. Parking Space. Pop Ceiling. Supermarket Nearby. Swimming Pool. ...,ajah,safecourt estate badore ajah lagos,3000000.0,1,0,1,1,ajah3,1100000.0,1500000.0,27,1500000.0,3
5,5.0,6.0,For inspection pls call 08089633335/08168285322 ... New. Boys Quater. Jacuzzi. Water Treatment. Big Compound. All Room Ensuit. Pop Ceiling. Fast Internet. ...,ajah,alaguntan ilaje ajah lagos,2200000.0,0,0,1,0,ajah5,2600000.0,4500000.000000001,49,4500000.000000001,1
1,1.0,1.0,Newly built - units of self container available for rent ... New. Dry. Cheap. Furnished. Security. Big Compound. 24 Hours Security. All Room Ensuit. Pop Ceiling. ...,ajah,ajah ilaje ajah lagos,500000.0,1,0,1,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
3,3.0,4.0,Tastefully finished 3 bedroom detached house ... New. Security. Big Compound. All Room Ensuit. Parking Space. Pop Ceiling. ...,ajah,lekki palm city off lekki epe expressway ajah lagos,1700000.0,1,1,1,1,ajah3,1100000.0,1500000.0,27,1500000.0,2
4,4.0,5.0,It is a terrace duplex ... New. Dry. Drainage System. Security. Church Nearby. Big Compound. Parking Space. Pop Ceiling. Supermarket Nearby. Restaurants Nearby. ...,ajah,badore ajah lagos,1800000.0,0,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,4.0,5.0,"4 Nos. Of 4 Bedroom semi detached house With A Room Servant Quarters Road 12, Lekki Scheme 2 Ogombo Ajah Lagos? 2,000,000 / year ... Boys Quater. Security. Water Treatment. Big Compound. 24 Hours Security. Security Doors. All Room Ensuit. Parking Space. Pop Ceiling. ...",ajah,lekki scheme 2 ogombo ajah lagos,2000000.0,0,1,0,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
1,1.0,2.0,"1 bedroom mansionette sitted on a very big.compound furnished with wardrobe, kitchen cabinet and running water. ... Dry. Boys Quater. Security. ...",ajah,ajah off lekki epe expressway ajah lagos,900000.0,1,0,1,1,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
2,2.0,3.0,2 bedroom Blocks of Flats House for rent Thomas estate Ajah Lagos ... New. ...,ajah,.. thomas estate ajah lagos,1000000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,2.0,3.0,"Serviced 24/7 power supply Newly built luxurious 2bedroom flats Rent :1.2million Serviced charge with generator and PHCN light 30,000 monthly ... New. Serviced. Water Treatment. ...",ajah,lagos business school olokonla ajah lagos,1200000.0,1,0,1,1,ajah2,800000.0,1000000.0,22,1000000.0,2
5,5.0,6.0,It has modern equipment and serviced ... Renovated. Furnished. Serviced. Boys Quater. 24 Hours Electricity. Big Compound. 24 Hours Security. All Room Ensuit. ...,ajah,golden pearls estate sangotedo ajah lagos,2000000.0,0,0,0,1,ajah5,2600000.0,4500000.000000001,49,4500000.000000001,1
4,4.0,5.0,It has modern equipment and serviced ... New. Furnished. Serviced. Boys Quater. 24 Hours Electricity. Big Compound. 24 Hours Security. All Room Ensuit. ...,ajah,peninsula garden estate sangotedo ajah lagos,2000000.0,0,0,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,2
5,4.0,5.0,"This is is a tastefully built 5 bedroom fully detached duplex within an very secure and well planned estate in Ajah, Lekki. The rooms are spacious, neatly tiled, well ventilated and properly fitted with modern ... Cheap. Renovated. Serviced. Drainage System. Security. 24 Hours Electricity. Children Play Ground. Water Treatment. Big Compound. 24 Hours Security. Parking Space. Pop Ceiling. Street Lights. Swimming Pool. ...",ajah,mobil estate ilaje ajah lagos,2800000.0,1,1,0,1,ajah5,2600000.0,4500000.000000001,49,4500000.000000001,1
2,0.0,0.0,All room en suit ample packing space water treatment plant well tight uniform security in a secured estate clean water good friendly neighborhood good network drainage system interlocking compound and road constant power supply good title document ... ...,ajah,before sangotedo sangotedo ajah lagos,600000.0,1,0,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
1,1.0,1.0,"Decent and Clean Miniflat with Spacious sitting room, POP ceiling, interlocked compound facing interlocked road inside the estate. ... Renovated. Water Treatment. Security Doors. Pop Ceiling. ...",ajah,remlek estate badore ajah badore ajah lagos,500000.0,1,0,0,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
3,3.0,4.0,"3 Bedroom Flat with BQ at Unity Estate, Badore, Ajah For rent at N1m ... ...",ajah,badore ajah lagos,1000000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
4,4.0,5.0,"4/5 bedroom terrace duplex after Lekki Gardens 2, Ajah. For rent at N1.8m Features: Spacious Sitting Room on Ground Floor with Guest Convenience. Cubicle for Book shelf or Flower Pots. Dining Area and kitchen on ground floor Kitchen Pantry/Store Allowance ... Cheap. Dry. New. Parking Space. Water Treatment. Children Play Ground. 24 Hours Security. Security Doors. All Room Ensuit. Security. Big Compound. ...",ajah,ajah lagos,1800000.0,0,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Virgo Estate Badore Ajah Lagos Service charge - 150k per annum ... Serviced. ...,ajah,virgo estate badore ajah lagos,1200000.0,1,0,0,1,ajah3,1100000.0,1500000.0,27,1500000.0,2
3,4.0,4.0,A beautifu three bedroom in a serene environment ... New. Dry. Cheap. Furnished. Water Treatment. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Drainage System. Security. Child Care. Church Nearby. Mosques Nearby. Security Doors. Pop Ceiling. Restaurants Nearby. ...,ajah,oke ira nla badore ajah lagos,700000.0,0,0,1,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
1,1.0,1.0,"Service charge - 60,000 per annum ... Serviced. ...",ajah,royal palm estate badore ajah lagos,500000.0,1,0,0,1,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
2,2.0,3.0,Service charge - 6000 per month ... Serviced. ...,ajah,even estate ado ajah lagos,850000.0,1,0,0,1,ajah2,800000.0,1000000.0,22,1000000.0,1
2,2.0,0.0,*newly built 2bedroom Flat *close to the estate gate *pop finishing with standard room size *prepared metre available *in a secured estate ... ...,ajah,sunny villa (even estate) ajah lagos,800000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,2.0,3.0,Two bedrooms penthouse apartment available for rent with parking space and state of the art kitchens cupboard & restrooms at lekki palm city estate lavalon hotel road ajah lagos ... Dry. Security Doors. Restaurants Nearby. Pop Ceiling. Parking Space. Security. Big Compound. Street Lights. ...,ajah,"lekki palm city estate, opposite ecobank ado road ajah lagos ado ajah lagos",1400000.0,1,0,1,1,ajah2,800000.0,1000000.0,22,1000000.0,2
3,3.0,3.0,Fantastic 3 bedroom Bungalow with Excellent Facilities Inside a lovely Estate Close to Estate Gate Decent compound and neat 2people in a compound Visitors waiting room Big palour Big room with big wardrobes Bathrooms with bathtub and water heater Pop finishing Dinning ... Renovated. Big Compound. 24 Hours Electricity. Parking Space. Drainage System. Pop Ceiling. Fast Internet. Jacuzzi. Security. 24 Hours Security. Security Doors. ...,ajah,gold in estate badore ajah lagos,900000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,3.0,3.0,Decent 3 bedroom flat for rent Very close to the road inside a nice estate with good security pave road fence compound neat big parlor big rooms bathroom kitchen with cabinet prepaid meter to each flat good water and good light big parking space ... Renovated. Security Doors. Security. Parking Space. 24 Hours Security. 24 Hours Electricity. Big Compound. ...,ajah,green vill estate badore ajah lagos,750000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
1,1.0,1.0,"Lovely self-contained (shared apartment) Good location Close to the road Very Specious compound Big room Big bathroom Big kitchen Good light Good water WhatsApp me for more information We have 400k, 350k 250k 200k and 100k rooms ... Cheap. Renovated. Drainage System. Big Compound. Security Doors. 24 Hours Security. 24 Hours Electricity. All Room Ensuit. Pop Ceiling. Security. Parking Space. Jacuzzi. ...",ajah,inside estate ado ajah lagos,200000.0,0,0,0,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
2,2.0,3.0,"Nice and Standard 2-bedroom apartment available in a Serene and Secured estate in Cooperative villa badore Ajah Lagos. Features: room with cooking space, Serene and cozy environment; fence and gated compound; good road network; good ... Cheap. Water Treatment. Restaurants Nearby. Supermarket Nearby. 24 Hours Security. Mosques Nearby. Big Compound. Drainage System. ...",ajah,cooperative villa badore ajah badore ajah lagos,750.0,1,0,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,3.0,3.0,"Mini flat at new road, Awoyaya in a gated and interlock compound POP ceiling, fitted kitchen, wardrobes etc Rent is 300,000, Agency fee is 30,000, Legal fee is 30,000, Caution fee is 30,000 and ... ...",ajah,new road awoyaya ajah lagos,300000.0,0,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,3.0,3.0,"2bedroom apartment at new road, awoyaya in a gated and interlock compound with POP ceiling, fitted kitchen etc Rent is 450,000, Agency fee is 45,000, Legal fee is 45,000 and Caution fee is 45,000. Total ... ...",ajah,new road awoyaya ajah lagos,450000.0,0,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,3.0,3 bedroom flat Rent: #1.7m Agency and Legal fees: 10% and Caution fee: #150k Decent building in a secured and clean environment. ... ...,ajah,ajah lagos,1700000.0,1,0,1,1,ajah3,1100000.0,1500000.0,27,1500000.0,2
2,2.0,2.0,Newly built 2bedroom in a mini estate ... New. Security. Ocean View. C Of O. Big Compound. Street Lights. Governor's Consent. ...,ajah,divine estate okun ajah okun ajah ajah lagos,850000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,0.0,0.0,2 bedroom Self Contain Flat / Apartment for rent Seaside Estate Badore Ajah Lagos ... Serviced. ...,ajah,seaside estate badore ajah lagos,800000.0,1,0,0,1,ajah2,800000.0,1000000.0,22,1000000.0,1
4,0.0,0.0,4 bedroom Detached Duplex House for rent Seaside Estate Badore Ajah Lagos ... Serviced. ...,ajah,seaside estate badore ajah lagos,1400000.0,1,1,0,1,ajah4,2000000.0,2620000.0,38,2620000.0,2
1,1.0,1.0,"Service charge - 60,000 per annum ... Serviced. ...",ajah,royal palm estate badore ajah lagos,500000.0,1,0,0,1,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Rockville Estate Badore Ajah Lagos ... Serviced. ...,ajah,rockville estate badore ajah lagos,800000.0,1,0,0,1,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Rockville Estate Badore Ajah Lagos ... ...,ajah,rockville estate badore ajah lagos,600000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Pennisula Estate Sangotedo Ajah Lagos ... ...,ajah,pennisula estate sangotedo ajah lagos,1000000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Greenville Estate Badore Ajah Lagos ... ...,ajah,greenville estate badore ajah lagos,700000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,0.0,0.0,3 bedroom Self Contain Flat / Apartment for rent Seaside Estate Badore Ajah Lagos ... Serviced. ...,ajah,seaside estate badore ajah lagos,1000000.0,1,0,0,1,ajah3,1100000.0,1500000.0,27,1500000.0,1
4,4.0,5.0,4 bedroom Semi Detached Duplex House for rent Greenville Estate Badore Ajah Lagos ... New. ...,ajah,greenville estate badore ajah lagos,1500000.0,1,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
2,2.0,3.0,Service charge - 120k ... Serviced. ...,ajah,co-operation villa badore ajah lagos,800000.0,0,0,0,1,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,4.0,"Exceptionally clean, lovely and comfortable 3 Bedroom flats (downstairs) in a secured Goodnews estate at Sangotedo, Ajah, Lagos. The features are: -Solar system (green house) for 24-hours electricity supply from the sun -Air conditioners in all rooms, ... Serviced. 24 Hours Electricity. All Room Ensuit. Water Treatment. Parking Space. 24 Hours Security. Pop Ceiling. Big Compound. ...",ajah,goodnews estate sangotedo ajah lagos,1300000.0,1,0,1,1,ajah3,1100000.0,1500000.0,27,1500000.0,2
3,5.0,4.0,"Clean 3bedroom apartment Rent: 950k SC: 170k Legal:10% Agreement:10% Caution deposit:10% SC: covers; Security, water treatment 20k monthly, pumping machine recharge, dirty, evacuation of septic tank and general Maintenance. ... Cheap. Dry. Pop Ceiling. Big Compound. Supermarket Nearby. All Room Ensuit. Water Treatment. 24 Hours Security. ...",ajah,badore ajah lagos,950000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
4,4.0,5.0,4 bedroom Detached Duplex House for rent Thomas estate Ajah Lagos ... Cheap. Dry. New. Pop Ceiling. Big Compound. Cctv Cameras. Supermarket Nearby. Boys Quater. Jacuzzi. Restaurants Nearby. 24 Hours Security. Parking Space. Security. All Room Ensuit. Water Treatment. Street Lights. Security Doors. Drainage System. ...,ajah,thomas estate ajah lagos,2500000.0,1,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,3
3,4.0,4.0,Newly Built 3bedroom apartment Rent: 1.2m Caution deposit: 100k Professional fee: 120k Legal fee: 120k Contact Cruzi Global for more detailed information. Thank you ... Cheap. New. Parking Space. Pop Ceiling. Big Compound. All Room Ensuit. Water Treatment. 24 Hours Security. ...,ajah,harmony estate lanbasa ado ajah lagos,1200000.0,1,0,1,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
4,4.0,5.0,Well finished 4bedroom semi detached duplex with a Bq located in a gated estate at Thomas estate ajah with a good road and clean water ... Renovated. Pop Ceiling. Big Compound. Children Play Ground. Supermarket Nearby. Security. Boys Quater. All Room Ensuit. Water Treatment. Street Lights. Security Doors. Drainage System. 24 Hours Security. ...,ajah,thomas estate ajah lagos,2800000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,3
3,4.0,5.0,Very Decent 2bedroom apartment Location: Badore Ajah Rent: 700k SC: 100k Brokers fee: 70k Legal fee: 70k Caution deposit: 70k (refundable ??) ... Cheap. Pop Ceiling. Security. All Room Ensuit. Water Treatment. 24 Hours Security. ...,ajah,badore ajah lagos,700000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
1,1.0,1.0,Tastefully finished office/shop space in a mall located in a good road and busy area of sangotedo ... Serviced. New. Parking Space. Pop Ceiling. Big Compound. Security. All Room Ensuit. Water Treatment. Street Lights. Security Doors. Drainage System. 24 Hours Security. ...,ajah,sangotedo sangotedo ajah lagos,500000.0,1,0,1,1,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
4,4.0,5.0,Well finished brand new 4bedroom semi detached duplex available for rent in a well secure estate located at Awoyaya sangotedo ... Serviced. New. Parking Space. Pop Ceiling. Big Compound. Supermarket Nearby. Security. All Room Ensuit. Water Treatment. Street Lights. Jacuzzi. Security Doors. Drainage System. 24 Hours Security. ...,ajah,awoyaya awoyaya ajah lagos,1500000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,2
2,2.0,3.0,"Renovated 2 bedroom flat all rooms ensuite, spacious sitting room with visitors toilet, spacious masters bedroom inside interlocked compound. Prepaid meter not far from Addo road Ajah ... Renovated. Big Compound. Water Treatment. All Room Ensuit. Pop Ceiling. Security Doors. ...",ajah,pump and sell bustop addo road ajah ado ajah lagos,800000.0,0,0,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,4.0,3 bedroom Self Contain Flat / Apartment for rent Rockville Estate Badore Ajah Lagos ... Serviced. ...,ajah,rockville estate badore ajah lagos,800000.0,1,0,0,1,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,3.0,4.0,"Renovated 3 bedroom flat all rooms ensuite, spacious sitting room, spacious kitchen and spacious masters bedroom inside an interlocked compound not far from the tared road. Prepaid meter. ... Renovated. Security. Water Treatment. All Room Ensuit. ...",ajah,pump and sell addo road ajah ado ajah lagos,1100000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
1,0.0,0.0,Newly built mini flat in good location of awoyaya come with wardrobes and two toilet very close to the express ... ...,ajah,awoyaya ajah lagos,350000.0,0,0,1,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
2,0.0,0.0,"Very clean 2 bedroom flat in a serene location and close to the road Good road, clean water, prepaid meter etc ... ...",ajah,awoyaya ajah lagos,450000.0,0,0,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,2.0,2.0,Well built 2 bedroom flats for rent at Greenville estate ... New. Restaurants Nearby. Cctv Cameras. Security. 24 Hours Security. 24 Hours Electricity. All Room Ensuit. ...,ajah,greenville estate badore ajah lagos,800000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,3.0,Ground Floor and very quiet and neat compound. ... Old. Dry. Water Treatment. All Room Ensuit. Big Compound. 24 Hours Security. ...,ajah,"madam theresa avenue, maryland estate badore ajah lagos",700000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
1,1.0,1.0,A story building at off ado road - one ira side ... Furnished. New. Big Compound. Security Doors. Security. Survey. Drainage System. Supermarket Nearby. Mosques Nearby. Water Treatment. Parking Space. 24 Hours Electricity. Church Nearby. Office Supplies. 24 Hours Security. ...,ajah,off ado road ado ajah lagos,400000.0,0,0,1,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
4,4.0,5.0,"Tastefully Finished 4 bedroom Semi Detached duplex with spacious sitting room and rooms, spacious kitchen and family lounge upstairs inside an Estate with tight security, interlocked road with drainage and quiet environment not ... Cheap. Renovated. Pop Ceiling. All Room Ensuit. 24 Hours Security. Water Treatment. Security Doors. ...",ajah,esfort estate opp mfm ajah off addo road ajah ado ajah lagos,2300000.0,1,1,0,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,4.0,4.0,An executive 4bedroom terrace duplex on Mobil road ajah Rent: #1.5M/annum Legal:10% Agency: 10% Refundable caution:100k Total Package - #1.9M ... ...,ajah,mobil road ilaje ajah lagos,1500000.0,0,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,0.0,0.0,"Exquisitely finished 4bedroom terrace with a penthouse and a room boy's quarter on a waterfront in a serene and a secured estate, VGC. Features: Fitted kitchen Ensuite rooms Portable water Serene and beautiful ambience Security etc. Please call ... ...",ajah,#NAME?,4000000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,4
2,0.0,0.0,"a two bedroom flat in an interlocked estate ,with prepaid meter,and good finishing p.o.p,very tiled floors good parking space ,few minutes walk or drive to the express and to major market.interlocked compound and interlocked street ... ...",ajah,km 44 ogidan via sangotedo at value county sangotedo ajah lagos,1000000.0,1,0,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,4.0,Clean and spacious three bedroom flat all rooms Ensuite ... Renovated. Supermarket Nearby. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. Security Doors. ...,ajah,marshy hill estate ado ajah lagos,1200000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
2,2.0,3.0,2 bedroom Flat Brand New Very Specious Serene Estate. ... ...,ajah,"sliver point estate , badore ajah lagos",900000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
4,4.0,5.0,New and tastefully finished 5units of 4 bedrooms detached houses Lekki Palm City Estate. Each unit is finished with state of the art facilities. Floor are finished with vitrified tiles and ceiling with POP. Sales ... New. Serviced. All Room Ensuit. Security. ...,ajah,lekki palm city estate ajah lagos,2000000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,2
3,3.0,4.0,"This is a family friendly apartment with wardrobes, kitchen cabinets, a store and four toilets. Rent: N1.1m Agency Fee: N110k Legal Fee: N55k Caution: N110k Service Charge: N10k a month (Refuse disposal, Estate Security, Compound Security, Cleaning of ... Dry. New. Serviced. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Church Nearby. Security. Parking Space. Security Doors. ...",ajah,within an estate sangotedo ajah lagos,1100000.0,1,0,1,1,ajah3,1100000.0,1500000.0,27,1500000.0,2
3,3.0,4.0,"Renovated 3 bedroom flat all rooms ensuite, spacious sitting room, spacious kitchen and spacious masters bedroom inside an interlocked compound not far from the tared road. Prepaid meter. ... Renovated. Security. Water Treatment. All Room Ensuit. ...",ajah,pump and sell addo road ajah ado ajah lagos,1100000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
3,3.0,4.0,The apartment is a brand new and tastefully finished 3 bedroom flat with excellent facilities directly behind LBS. It is painted both internally and externally. Floor is finished with ceramic tiles and ceiling with POP Rent ... New. Pop Ceiling. Security. Water Treatment. Parking Space. Security Doors. ...,ajah,lagos business school area off lekki epe expressway ajah lagos,1300000.0,1,0,1,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
4,0.0,0.0,"this is a beautiful and spacious house with good access road, spacious rooms,compound and nice fittings,its a house you will lovr to rent,contact fastlink properties for the best out of the best ... ...",ajah,lekki scheme 2 abraham adesanya abraham adesanya estate ajah lagos,2000000.0,0,0,0,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,5.0,5.0,"A Brand New Luxury and Superbly Finished 4 Bedrooms Duplex in a very beautiful, serene, cool, well gated, seriously guarded and highly secured Estate with clean water, good light, street lights, good roads, easy access ... New. Cheap. Serviced. Pop Ceiling. 24 Hours Electricity. Big Compound. Fast Internet. Jacuzzi. Free Wifi. Water Treatment. Children Play Ground. Street Lights. Parking Space. Security Doors. Supermarket Nearby. Drainage System. Swimming Pool. Child Care. All Room Ensuit. Gym. 24 Hours Security. Boys Quater. Security. Cctv Cameras. Front Desk Service. Restaurants Nearby. ...",ajah,behind the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,2500000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,3
1,1.0,1.0,"A single room boys quarter is available in an estate with security,light, interlock compound clean water, personal toilet and bathroom but no kitchen. Standby generator as from 7 pm till day brake. ... ...",ajah,ajah ajah lagos,120000.0,1,0,0,0,ajah1,400000.0,570000.0000000002,11,570000.0000000002,1
4,4.0,5.0,"A Newly built 4 terrace duplex well finished and built in a newly developed estate on Ogombo road. The property comes serviced with 24 hours security and, back-up power, clean water, green areas lovely garden, ... ...",ajah,ogombo ajah lagos,1500000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,0.0,0.0,"4 bedroom Duplex with BQ, a garage and a very large compound inside Crown Estate Ajah. 2.5M asking ... ...",ajah,crown estate ajah lagos,2400000.0,1,1,0,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
3,2.0,2.0,"Spacious 3 bedroom flat with big kitchen, big sitting room and dinning and it comes with split Ac in the sitting room and Ac in masters bedroom. Prepaid meter and interlocked compound. ... Cheap. Big Compound. 24 Hours Security. Water Treatment. ...",ajah,gated street by junction/harmony estate bustop langbasa road addo ajah ado ajah lagos,700000.0,0,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,1
3,0.0,0.0,"Very beautiful apartment with very good access road,water and proximity to the express....It's within a Serene/ gated estate ... ...",ajah,off addo road ado ajah lagos,1300000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
4,0.0,0.0,"A lovely home to call yours ans so beautiful,its so lovely and well spaced,with lovely facilities and enough parking space ... ...",ajah,#NAME?,2000000.0,0,0,0,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
2,3.0,3.0,"A Newly Built Luxury 2 Bedrooms Flat in a very cool, serene, seriously guarded, well gated and highly secured Estate with clean water, good light, easy access to the road and close to the road ... New. Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. ...",ajah,"around crown estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",1000000.0,1,0,1,0,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,4.0,The property is a 3 bedroom flat located in a gated and serene estate. The ceiling is finished with POP and Floor with Vitrified tiles. ... All Room Ensuit. Security. Water Treatment. Security Doors. ...,ajah,marshy hill estate ado ajah lagos,1300000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
2,2.0,2.0,"Fully serviced 2 Bedroom flat to let, off Mobil road, Ajah, Lagos. N1m/annum Service Charge: N500K/Annum ... New. Furnished. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Parking Space. ...",ajah,off mobile road ajah lagos,1000000.0,1,0,1,1,ajah2,800000.0,1000000.0,22,1000000.0,1
3,3.0,3.0,3 Bedroom Flat all ensuite with visitor's toilet in Ajah. 1m (rent ) Agency -10% Legal. -5% Caution - 50K Service Charge -150K ... ...,ajah,ajah lagos,1000000.0,0,0,0,1,ajah3,1100000.0,1500000.0,27,1500000.0,1
4,5.0,5.0,"A Brand New 4 Bedrooms Duplex in a serene, well gated, seriously guarded and highly secured Environment with easy access to the road, very close to the road, good light and clean water before Blenco ... New. Cheap. Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. Security Doors. ...",ajah,before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,1500000.0,0,1,1,0,ajah4,2000000.0,2620000.0,38,2620000.0,2
4,4.0,5.0,Newly Built and Serviced 4 Bedroom Terrace Duplex ... New. Serviced. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. Security. Jacuzzi. Street Lights. Parking Space. Security Doors. ...,ajah,lake golf estate lakowe ajah lagos,3000000.0,1,1,1,1,ajah4,2000000.0,2620000.0,38,2620000.0,3
3,3.0,3.0,"A neat 3 bedroom flat at serene environment with interlocked rd, off Ado Rd. Marshy Hill Estate.The Flat is Spacious bedroom, kitchen with store, the living room plus the compound. Everything space is big. price:1.2m ... ...",ajah,off addo road marshy hill estate ado ajah lagos,1200000.0,1,0,0,0,ajah3,1100000.0,1500000.0,27,1500000.0,2
2,2.0,3.0,2 bedroom Semi Detached Bungalow House for rent Ado Ado Ajah Lagos ... ...,ajah,ado ado ajah lagos,600000.0,0,1,0,0,ajah2,800000.0,1000000.0,22,1000000.0,1
2,0.0,0.0,To let brand new 4 units of 2 bedrooms flat each flat with 3 balcony ... ...,ajah,#NAME?,1100000.0,1,0,1,1,ajah2,800000.0,1000000.0,22,1000000.0,2
